comment,aspect,sentiment
Khung lệch,van_chuyen,neutral
Khung lệch,gia_ca,neutral
Khung lệch,overall,negative
"Ổn, giao nhanh",chat_luong,positive
"Ổn, giao nhanh",dong_goi,neutral
"Ổn, giao nhanh",van_chuyen,positive
"Ổn, giao nhanh",gia_ca,neutral
"Ổn, giao nhanh",overall,positive
Màu đặc,chat_luong,negative
Màu đặc,dong_goi,neutral
Màu đặc,van_chuyen,neutral
Màu đặc,gia_ca,neutral
Màu đặc,overall,negative
Số mờ,chat_luong,negative
Số mờ,dong_goi,neutral
Số mờ,van_chuyen,neutral
Số mờ,gia_ca,neutral
Số mờ,overall,neutral
Màu không giống,chat_luong,negative
Màu không giống,dong_goi,neutral
Màu không giống,van_chuyen,neutral
Màu không giống,gia_ca,neutral
Màu không giống,overall,negative
Đầy đủ,chat_luong,positive
Đầy đủ,dong_goi,neutral
Đầy đủ,van_chuyen,neutral
Đầy đủ,gia_ca,neutral
Đầy đủ,overall,positive
Ổn,chat_luong,neutral
Ổn,dong_goi,neutral
Ổn,van_chuyen,neutral
Ổn,gia_ca,neutral
Ổn,overall,neutral
Giao lâu,chat_luong,neutral
Giao lâu,dong_goi,neutral
Giao lâu,van_chuyen,negative
Giao lâu,gia_ca,neutral
Giao lâu,overall,negative
Đẹp nhưng số nhỏ,chat_luong,neutral
Đẹp nhưng số nhỏ,dong_goi,neutral
Đẹp nhưng số nhỏ,van_chuyen,neutral
Đẹp nhưng số nhỏ,gia_ca,neutral
Đẹp nhưng số nhỏ,overall,neutral
Ok,chat_luong,neutral
Ok,dong_goi,neutral
Ok,van_chuyen,neutral
Ok,gia_ca,neutral
Ok,overall,neutral
Bình thường,chat_luong,neutral
Bình thường,dong_goi,neutral
Bình thường,van_chuyen,neutral
Bình thường,gia_ca,neutral
Bình thường,overall,neutral
Màu khô,chat_luong,negative
Màu khô,dong_goi,neutral
Màu khô,van_chuyen,neutral
Màu khô,gia_ca,neutral
Màu khô,overall,negative
Lần đầu tô,chat_luong,neutral
Lần đầu tô,dong_goi,neutral
Lần đầu tô,van_chuyen,neutral
Lần đầu tô,gia_ca,neutral
Lần đầu tô,overall,neutral
"Sản phẩm khá đúng mẫu, shipper thân thiện",chat_luong,positive
"Sản phẩm khá đúng mẫu, shipper thân thiện",dong_goi,neutral
"Sản phẩm khá đúng mẫu, shipper thân thiện",van_chuyen,positive
"Sản phẩm khá đúng mẫu, shipper thân thiện",gia_ca,neutral
"Sản phẩm khá đúng mẫu, shipper thân thiện",overall,positive
"1 bức lỗi, thiếu màu",chat_luong,negative
"1 bức lỗi, thiếu màu",dong_goi,neutral
"1 bức lỗi, thiếu màu",van_chuyen,neutral
"1 bức lỗi, thiếu màu",gia_ca,neutral
"1 bức lỗi, thiếu màu",overall,neutral
Có mùi nhưng ổn,chat_luong,neutral
Có mùi nhưng ổn,dong_goi,neutral
Có mùi nhưng ổn,van_chuyen,neutral
Có mùi nhưng ổn,gia_ca,neutral
Có mùi nhưng ổn,overall,neutral
"Đẹp, dễ tô",chat_luong,positive
"Đẹp, dễ tô",dong_goi,neutral
"Đẹp, dễ tô",van_chuyen,neutral
"Đẹp, dễ tô",gia_ca,neutral
"Đẹp, dễ tô",overall,positive
Bảo quản tốt,chat_luong,positive
Bảo quản tốt,dong_goi,neutral
Bảo quản tốt,van_chuyen,neutral
Bảo quản tốt,gia_ca,neutral
Bảo quản tốt,overall,positive
Cọ cứng nhưng màu đẹp,chat_luong,neutral
Cọ cứng nhưng màu đẹp,dong_goi,neutral
Cọ cứng nhưng màu đẹp,van_chuyen,neutral
Cọ cứng nhưng màu đẹp,gia_ca,neutral
Cọ cứng nhưng màu đẹp,overall,neutral
Màu không giống ảnh,chat_luong,negative
Màu không giống ảnh,dong_goi,neutral
Màu không giống ảnh,van_chuyen,neutral
Màu không giống ảnh,gia_ca,neutral
Màu không giống ảnh,overall,negative
Đẹp,chat_luong,positive
Đẹp,dong_goi,neutral
Đẹp,van_chuyen,neutral
Đẹp,gia_ca,neutral
Đẹp,overall,positive
"Màu không giống, giá không hợp lý",chat_luong,negative
"Màu không giống, giá không hợp lý",dong_goi,neutral
"Màu không giống, giá không hợp lý",van_chuyen,positive
"Màu không giống, giá không hợp lý",gia_ca,negative
"Màu không giống, giá không hợp lý",overall,negative
Chưa dùng,chat_luong,neutral
Chưa dùng,dong_goi,neutral
Chưa dùng,van_chuyen,neutral
Chưa dùng,gia_ca,neutral
Chưa dùng,overall,neutral
Màu đẹp sau khi khô,chat_luong,positive
Màu đẹp sau khi khô,dong_goi,neutral
Màu đẹp sau khi khô,van_chuyen,neutral
Màu đẹp sau khi khô,gia_ca,neutral
Màu đẹp sau khi khô,overall,positive
Tốt nhưng bị rách nhẹ,chat_luong,neutral
Tốt nhưng bị rách nhẹ,dong_goi,neutral
Tốt nhưng bị rách nhẹ,van_chuyen,neutral
Tốt nhưng bị rách nhẹ,gia_ca,neutral
Tốt nhưng bị rách nhẹ,overall,neutral
Đẹp nhưng màu khác,chat_luong,negative
Đẹp nhưng màu khác,dong_goi,neutral
Đẹp nhưng màu khác,van_chuyen,neutral
Đẹp nhưng màu khác,gia_ca,neutral
Đẹp nhưng màu khác,overall,neutral
Giao nhanh nhưng thiếu khung,chat_luong,negative
Giao nhanh nhưng thiếu khung,dong_goi,neutral
Giao nhanh nhưng thiếu khung,van_chuyen,positive
Giao nhanh nhưng thiếu khung,gia_ca,neutral
Giao nhanh nhưng thiếu khung,overall,neutral
Đẹp nhưng đóng gói ẩu,chat_luong,positive
Đẹp nhưng đóng gói ẩu,dong_goi,negative
Đẹp nhưng đóng gói ẩu,van_chuyen,neutral
Đẹp nhưng đóng gói ẩu,gia_ca,neutral
Đẹp nhưng đóng gói ẩu,overall,neutral
Ok,chat_luong,neutral
Ok,dong_goi,neutral
Ok,van_chuyen,neutral
Ok,gia_ca,neutral
Ok,overall,neutral
Khó tô,chat_luong,neutral
Khó tô,dong_goi,neutral
Khó tô,van_chuyen,neutral
Khó tô,gia_ca,neutral
Khó tô,overall,neutral
Giao nhanh nhưng thiếu sơn,chat_luong,negative
Giao nhanh nhưng thiếu sơn,dong_goi,neutral
Giao nhanh nhưng thiếu sơn,van_chuyen,positive
Giao nhanh nhưng thiếu sơn,gia_ca,neutral
Giao nhanh nhưng thiếu sơn,overall,neutral
Màu không giống,chat_luong,negative
Màu không giống,dong_goi,neutral
Màu không giống,van_chuyen,neutral
Màu không giống,gia_ca,neutral
Màu không giống,overall,negative
Khó tô,chat_luong,neutral
Khó tô,dong_goi,neutral
Khó tô,van_chuyen,neutral
Khó tô,gia_ca,neutral
Khó tô,overall,neutral
Đẹp nhưng đóng gói nát,chat_luong,positive
Đẹp nhưng đóng gói nát,dong_goi,negative
Đẹp nhưng đóng gói nát,van_chuyen,neutral
Đẹp nhưng đóng gói nát,gia_ca,neutral
Đẹp nhưng đóng gói nát,overall,neutral
Cọ lỗi,chat_luong,negative
Cọ lỗi,dong_goi,neutral
Cọ lỗi,van_chuyen,neutral
Cọ lỗi,gia_ca,neutral
Cọ lỗi,overall,negative
Màu không giống,chat_luong,negative
Màu không giống,dong_goi,positive
Màu không giống,van_chuyen,neutral
Màu không giống,gia_ca,neutral
Màu không giống,overall,neutral
"Rẻ, đẹp",chat_luong,positive
"Rẻ, đẹp",dong_goi,neutral
"Rẻ, đẹp",van_chuyen,neutral
"Rẻ, đẹp",gia_ca,positive
"Rẻ, đẹp",overall,positive
Đẹp,chat_luong,positive
Đẹp,dong_goi,neutral
Đẹp,van_chuyen,neutral
Đẹp,gia_ca,neutral
Đẹp,overall,positive
Ghìm bị gỉ,chat_luong,negative
Ghìm bị gỉ,dong_goi,neutral
Ghìm bị gỉ,van_chuyen,neutral
Ghìm bị gỉ,gia_ca,neutral
Ghìm bị gỉ,overall,negative
Màu nhạt,chat_luong,negative
Màu nhạt,dong_goi,neutral
Màu nhạt,van_chuyen,neutral
Màu nhạt,gia_ca,neutral
Màu nhạt,overall,negative
"Giao nhanh, ổn",chat_luong,neutral
"Giao nhanh, ổn",dong_goi,neutral
"Giao nhanh, ổn",van_chuyen,positive
"Giao nhanh, ổn",gia_ca,neutral
"Giao nhanh, ổn",overall,positive
Màu nhạt,chat_luong,negative
Màu nhạt,dong_goi,neutral
Màu nhạt,van_chuyen,neutral
Màu nhạt,gia_ca,neutral
Màu nhạt,overall,negative
Sai màu nhưng shop hỗ trợ tốt,chat_luong,neutral
Sai màu nhưng shop hỗ trợ tốt,dong_goi,neutral
Sai màu nhưng shop hỗ trợ tốt,van_chuyen,neutral
Sai màu nhưng shop hỗ trợ tốt,gia_ca,neutral
Sai màu nhưng shop hỗ trợ tốt,overall,positive
Tuyệt vời,chat_luong,positive
Tuyệt vời,dong_goi,neutral
Tuyệt vời,van_chuyen,neutral
Tuyệt vời,gia_ca,neutral
Tuyệt vời,overall,positive
Ổn,chat_luong,neutral
Ổn,dong_goi,neutral
Ổn,van_chuyen,neutral
Ổn,gia_ca,neutral
Ổn,overall,neutral
Màu bị khô,chat_luong,negative
Màu bị khô,dong_goi,neutral
Màu bị khô,van_chuyen,neutral
Màu bị khô,gia_ca,neutral
Màu bị khô,overall,negative
Ok,chat_luong,neutral
Ok,dong_goi,neutral
Ok,van_chuyen,neutral
Ok,gia_ca,neutral
Ok,overall,neutral
Bình thường,chat_luong,neutral
Bình thường,dong_goi,neutral
Bình thường,van_chuyen,neutral
Bình thường,gia_ca,neutral
Bình thường,overall,neutral
Chưa dùng,chat_luong,neutral
Chưa dùng,dong_goi,neutral
Chưa dùng,van_chuyen,neutral
Chưa dùng,gia_ca,neutral
Chưa dùng,overall,neutral
Ghìm bị gỉ,chat_luong,negative
Ghìm bị gỉ,dong_goi,neutral
Ghìm bị gỉ,van_chuyen,neutral
Ghìm bị gỉ,gia_ca,neutral
Ghìm bị gỉ,overall,negative
Tạm ổn,chat_luong,neutral
Tạm ổn,dong_goi,neutral
Tạm ổn,van_chuyen,neutral
Tạm ổn,gia_ca,neutral
Tạm ổn,overall,neutral
Màu không chuẩn,chat_luong,negative
Màu không chuẩn,dong_goi,neutral
Màu không chuẩn,van_chuyen,neutral
Màu không chuẩn,gia_ca,neutral
Màu không chuẩn,overall,negative
Màu không đúng,chat_luong,negative
Màu không đúng,dong_goi,neutral
Màu không đúng,van_chuyen,neutral
Màu không đúng,gia_ca,neutral
Màu không đúng,overall,negative
Ok,chat_luong,neutral
Ok,dong_goi,neutral
Ok,van_chuyen,neutral
Ok,gia_ca,neutral
Ok,overall,neutral
"Màu nhạt, bút lỗi",chat_luong,negative
"Màu nhạt, bút lỗi",dong_goi,neutral
"Màu nhạt, bút lỗi",van_chuyen,neutral
"Màu nhạt, bút lỗi",gia_ca,neutral
"Màu nhạt, bút lỗi",overall,negative
Tốt,chat_luong,positive
Tốt,dong_goi,neutral
Tốt,van_chuyen,neutral
Tốt,gia_ca,neutral
Tốt,overall,positive
Tốt,chat_luong,positive
Tốt,dong_goi,neutral
Tốt,van_chuyen,neutral
Tốt,gia_ca,neutral
Tốt,overall,positive
Màu nhạt,chat_luong,negative
Màu nhạt,dong_goi,neutral
Màu nhạt,van_chuyen,neutral
Màu nhạt,gia_ca,neutral
Màu nhạt,overall,negative
Tốt,chat_luong,positive
Tốt,dong_goi,neutral
Tốt,van_chuyen,neutral
Tốt,gia_ca,neutral
Tốt,overall,positive
Cọ lỗi,chat_luong,negative
Cọ lỗi,dong_goi,neutral
Cọ lỗi,van_chuyen,neutral
Cọ lỗi,gia_ca,neutral
Cọ lỗi,overall,negative
Đẹp nhưng khó tô,chat_luong,neutral
Đẹp nhưng khó tô,dong_goi,neutral
Đẹp nhưng khó tô,van_chuyen,neutral
Đẹp nhưng khó tô,gia_ca,neutral
Đẹp nhưng khó tô,overall,positive
Số mờ,chat_luong,negative
Số mờ,dong_goi,neutral
Số mờ,van_chuyen,neutral
Số mờ,gia_ca,neutral
Số mờ,overall,negative
Thiếu sơn bóng,chat_luong,negative
Thiếu sơn bóng,dong_goi,neutral
Thiếu sơn bóng,van_chuyen,neutral
Thiếu sơn bóng,gia_ca,neutral
Thiếu sơn bóng,overall,negative
Đẹp nhưng khó tô,chat_luong,positive
Đẹp nhưng khó tô,dong_goi,neutral
Đẹp nhưng khó tô,van_chuyen,neutral
Đẹp nhưng khó tô,gia_ca,neutral
Đẹp nhưng khó tô,overall,positive
Cọ bị xù,chat_luong,negative
Cọ bị xù,dong_goi,neutral
Cọ bị xù,van_chuyen,neutral
Cọ bị xù,gia_ca,neutral
Cọ bị xù,overall,negative
Ngòi bút to khó tô,chat_luong,negative
Ngòi bút to khó tô,dong_goi,neutral
Ngòi bút to khó tô,van_chuyen,neutral
Ngòi bút to khó tô,gia_ca,neutral
Ngòi bút to khó tô,overall,negative
Giao sai hàng,chat_luong,negative
Giao sai hàng,dong_goi,neutral
Giao sai hàng,van_chuyen,neutral
Giao sai hàng,gia_ca,neutral
Giao sai hàng,overall,negative
Đúng mô tả,chat_luong,positive
Đúng mô tả,dong_goi,neutral
Đúng mô tả,van_chuyen,neutral
Đúng mô tả,gia_ca,neutral
Đúng mô tả,overall,positive
"Ok, xinh",chat_luong,positive
"Ok, xinh",dong_goi,neutral
"Ok, xinh",van_chuyen,neutral
"Ok, xinh",gia_ca,neutral
"Ok, xinh",overall,positive
"Màu đặc, cọ lỗi",chat_luong,negative
"Màu đặc, cọ lỗi",dong_goi,neutral
"Màu đặc, cọ lỗi",van_chuyen,neutral
"Màu đặc, cọ lỗi",gia_ca,neutral
"Màu đặc, cọ lỗi",overall,negative
Cọ cứng,chat_luong,negative
Cọ cứng,dong_goi,neutral
Cọ cứng,van_chuyen,neutral
Cọ cứng,gia_ca,neutral
Cọ cứng,overall,negative
"Đóng gói kém, móp",chat_luong,neutral
"Đóng gói kém, móp",dong_goi,negative
"Đóng gói kém, móp",van_chuyen,neutral
"Đóng gói kém, móp",gia_ca,neutral
"Đóng gói kém, móp",overall,negative
Thiếu khung,chat_luong,negative
Thiếu khung,dong_goi,neutral
Thiếu khung,van_chuyen,neutral
Thiếu khung,gia_ca,neutral
Thiếu khung,overall,negative
Tốt,chat_luong,positive
Tốt,dong_goi,neutral
Tốt,van_chuyen,neutral
Tốt,gia_ca,neutral
Tốt,overall,positive
Màu đặc,chat_luong,negative
Màu đặc,dong_goi,neutral
Màu đặc,van_chuyen,neutral
Màu đặc,gia_ca,neutral
Màu đặc,overall,negative
Màu không đúng nhưng rẻ,chat_luong,negative
Màu không đúng nhưng rẻ,dong_goi,neutral
Màu không đúng nhưng rẻ,van_chuyen,neutral
Màu không đúng nhưng rẻ,gia_ca,positive
Màu không đúng nhưng rẻ,overall,neutral
Màu không đẹp,chat_luong,negative
Màu không đẹp,dong_goi,neutral
Màu không đẹp,van_chuyen,neutral
Màu không đẹp,gia_ca,neutral
Màu không đẹp,overall,negative
Nội dung không liên quan,chat_luong,neutral
Nội dung không liên quan,dong_goi,neutral
Nội dung không liên quan,van_chuyen,neutral
Nội dung không liên quan,gia_ca,neutral
Nội dung không liên quan,overall,neutral
Giao thiếu hàng nhưng shop xử lý tốt,chat_luong,neutral
Giao thiếu hàng nhưng shop xử lý tốt,dong_goi,neutral
Giao thiếu hàng nhưng shop xử lý tốt,van_chuyen,negative
Giao thiếu hàng nhưng shop xử lý tốt,gia_ca,neutral
Giao thiếu hàng nhưng shop xử lý tốt,overall,positive
Màu nhạt,chat_luong,negative
Màu nhạt,dong_goi,neutral
Màu nhạt,van_chuyen,neutral
Màu nhạt,gia_ca,neutral
Màu nhạt,overall,negative
Màu lệch,chat_luong,negative
Màu lệch,dong_goi,neutral
Màu lệch,van_chuyen,neutral
Màu lệch,gia_ca,neutral
Màu lệch,overall,negative
Mất số,chat_luong,negative
Mất số,dong_goi,neutral
Mất số,van_chuyen,neutral
Mất số,gia_ca,neutral
Mất số,overall,negative
Màu khô,chat_luong,negative
Màu khô,dong_goi,neutral
Màu khô,van_chuyen,neutral
Màu khô,gia_ca,neutral
Màu khô,overall,negative
1 màu sai,chat_luong,negative
1 màu sai,dong_goi,neutral
1 màu sai,van_chuyen,neutral
1 màu sai,gia_ca,neutral
1 màu sai,overall,negative
"Số nhỏ, màu sai nhưng rẻ",chat_luong,negative
"Số nhỏ, màu sai nhưng rẻ",dong_goi,neutral
"Số nhỏ, màu sai nhưng rẻ",van_chuyen,neutral
"Số nhỏ, màu sai nhưng rẻ",gia_ca,positive
"Số nhỏ, màu sai nhưng rẻ",overall,positive
"Giao sai màu, shop không phản hồi",chat_luong,negative
"Giao sai màu, shop không phản hồi",dong_goi,neutral
"Giao sai màu, shop không phản hồi",van_chuyen,negative
"Giao sai màu, shop không phản hồi",gia_ca,neutral
"Giao sai màu, shop không phản hồi",overall,negative
Đẹp,chat_luong,positive
Đẹp,dong_goi,neutral
Đẹp,van_chuyen,neutral
Đẹp,gia_ca,neutral
Đẹp,overall,positive
Đẹp,chat_luong,positive
Đẹp,dong_goi,neutral
Đẹp,van_chuyen,neutral
Đẹp,gia_ca,neutral
Đẹp,overall,positive
Ổn,chat_luong,neutral
Ổn,dong_goi,neutral
Ổn,van_chuyen,neutral
Ổn,gia_ca,neutral
Ổn,overall,neutral
Nhiễu,chat_luong,neutral
Nhiễu,dong_goi,neutral
Nhiễu,van_chuyen,neutral
Nhiễu,gia_ca,neutral
Nhiễu,overall,neutral
Giao đủ,chat_luong,positive
Giao đủ,dong_goi,neutral
Giao đủ,van_chuyen,neutral
Giao đủ,gia_ca,neutral
Giao đủ,overall,positive
Thiếu phụ kiện,chat_luong,negative
Thiếu phụ kiện,dong_goi,neutral
Thiếu phụ kiện,van_chuyen,neutral
Thiếu phụ kiện,gia_ca,neutral
Thiếu phụ kiện,overall,negative
Màu giống nhau,chat_luong,negative
Màu giống nhau,dong_goi,neutral
Màu giống nhau,van_chuyen,neutral
Màu giống nhau,gia_ca,neutral
Màu giống nhau,overall,negative
Màu không chuẩn,chat_luong,negative
Màu không chuẩn,dong_goi,neutral
Màu không chuẩn,van_chuyen,neutral
Màu không chuẩn,gia_ca,neutral
Màu không chuẩn,overall,negative
Nhiễu,chat_luong,neutral
Nhiễu,dong_goi,neutral
Nhiễu,van_chuyen,neutral
Nhiễu,gia_ca,neutral
Nhiễu,overall,neutral
Đẹp,chat_luong,positive
Đẹp,dong_goi,neutral
Đẹp,van_chuyen,neutral
Đẹp,gia_ca,neutral
Đẹp,overall,positive
Ổn,chat_luong,neutral
Ổn,dong_goi,neutral
Ổn,van_chuyen,neutral
Ổn,gia_ca,neutral
Ổn,overall,neutral
Màu không giống,chat_luong,negative
Màu không giống,dong_goi,neutral
Màu không giống,van_chuyen,neutral
Màu không giống,gia_ca,neutral
Màu không giống,overall,negative
Thiếu sơn bóng,chat_luong,negative
Thiếu sơn bóng,dong_goi,neutral
Thiếu sơn bóng,van_chuyen,neutral
Thiếu sơn bóng,gia_ca,neutral
Thiếu sơn bóng,overall,negative
Thiếu phụ kiện,chat_luong,negative
Thiếu phụ kiện,dong_goi,neutral
Thiếu phụ kiện,van_chuyen,neutral
Thiếu phụ kiện,gia_ca,neutral
Thiếu phụ kiện,overall,negative
Giao nhầm hàng,chat_luong,negative
Giao nhầm hàng,dong_goi,neutral
Giao nhầm hàng,van_chuyen,neutral
Giao nhầm hàng,gia_ca,neutral
Giao nhầm hàng,overall,negative
Rất tốt,chat_luong,positive
Rất tốt,dong_goi,neutral
Rất tốt,van_chuyen,positive
Rất tốt,gia_ca,positive
Rất tốt,overall,positive
Nhiễu,chat_luong,neutral
Nhiễu,dong_goi,neutral
Nhiễu,van_chuyen,neutral
Nhiễu,gia_ca,neutral
Nhiễu,overall,neutral
Cọ lỗi,chat_luong,negative
Cọ lỗi,dong_goi,neutral
Cọ lỗi,van_chuyen,neutral
Cọ lỗi,gia_ca,neutral
Cọ lỗi,overall,negative
Số khó thấy,chat_luong,negative
Số khó thấy,dong_goi,neutral
Số khó thấy,van_chuyen,neutral
Số khó thấy,gia_ca,neutral
Số khó thấy,overall,negative
Màu nhạt,chat_luong,negative
Màu nhạt,dong_goi,neutral
Màu nhạt,van_chuyen,neutral
Màu nhạt,gia_ca,neutral
Màu nhạt,overall,negative
Ổn,chat_luong,neutral
Ổn,dong_goi,neutral
Ổn,van_chuyen,neutral
Ổn,gia_ca,neutral
Ổn,overall,neutral
Màu sai,chat_luong,negative
Màu sai,dong_goi,neutral
Màu sai,van_chuyen,neutral
Màu sai,gia_ca,neutral
Màu sai,overall,negative
Cọ rụng lông,chat_luong,negative
Cọ rụng lông,dong_goi,neutral
Cọ rụng lông,van_chuyen,neutral
Cọ rụng lông,gia_ca,neutral
Cọ rụng lông,overall,negative
Sai hàng,chat_luong,negative
Sai hàng,dong_goi,neutral
Sai hàng,van_chuyen,neutral
Sai hàng,gia_ca,neutral
Sai hàng,overall,negative
Giao nhanh,chat_luong,neutral
Giao nhanh,dong_goi,neutral
Giao nhanh,van_chuyen,positive
Giao nhanh,gia_ca,neutral
Giao nhanh,overall,positive
Màu lỗi nhiều,chat_luong,negative
Màu lỗi nhiều,dong_goi,neutral
Màu lỗi nhiều,van_chuyen,neutral
Màu lỗi nhiều,gia_ca,neutral
Màu lỗi nhiều,overall,negative
"Giao nhanh, đóng gói ok",chat_luong,positive
"Giao nhanh, đóng gói ok",dong_goi,positive
"Giao nhanh, đóng gói ok",van_chuyen,positive
"Giao nhanh, đóng gói ok",gia_ca,neutral
"Giao nhanh, đóng gói ok",overall,positive
