comment,chat_luong,dong_goi,van_chuyen,gia_ca
"chất không đúng nhiều chỉ thừa chật",negative,neutral,neutral,neutral
"dây nhăn nách khó chịu",negative,neutral,neutral,neutral
"áo đẹp thoáng",positive,neutral,neutral,neutral
"tốt nhưng giao sai size",negative,negative,neutral,neutral
"ổn nhưng mút giả",negative,neutral,neutral,neutral
"form xấu lộ mút",negative,neutral,neutral,neutral
"đen đẹp trắng lộ mút",negative,neutral,neutral,neutral
"vải xù sau giặt",negative,neutral,neutral,neutral
"chất không như hình",negative,neutral,neutral,neutral
"mút nhăn",negative,neutral,neutral,neutral
"rộng không hợp",negative,neutral,neutral,neutral
"cổ rộng không co giãn",negative,neutral,neutral,neutral
"form không giống mẫu",negative,negative,neutral,neutral
"tạm ổn",neutral,neutral,neutral,neutral
"mỏng",negative,neutral,neutral,neutral
"bình thường",neutral,neutral,neutral,neutral
"co giãn kém",negative,neutral,neutral,neutral
"chất cứng",negative,neutral,neutral,neutral
"ngắn",negative,neutral,neutral,neutral
"màu bẩn",negative,neutral,neutral,neutral
"bị bẩn",negative,negative,neutral,neutral
"sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher",positive,positive,neutral,positive
"bắp mềm dẻo ngọt vừa phải ăn ngon",positive,neutral,neutral,neutral
"giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp",positive,positive,positive,neutral
"đổi bao bì mới đóng gói cẩn thận bé tăng cân",negative,positive,neutral,neutral
"sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải",negative,positive,neutral,positive
"sữa rất ngon mua được giá ưu đãi",positive,neutral,neutral,positive
"đóng gói cẩn thận giao đủ số lượng không móp méo shipper thân thiện",negative,positive,positive,neutral
"sữa ít đường cho trẻ suy dinh dưỡng",positive,neutral,neutral,neutral
"bé thích uống sẽ mua tiếp",positive,neutral,neutral,neutral
"giá thành rẻ giao hàng nhanh mặc tiện lợi",negative,neutral,positive,positive
"đóng gói chắc chắn giao hàng rất nhanh",negative,positive,positive,neutral
"sữa vị nhạt thơm dễ uống bé rất thích",positive,neutral,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận ít ngọt bé dễ uống",positive,positive,positive,neutral
"sữa giúp bé phát triển tốt",positive,neutral,neutral,neutral
"mua lúc sale giá rất rẻ giao hàng nhanh bé thích uống",positive,neutral,positive,positive
"bao bì đẹp sang chất lượng tốt",positive,positive,neutral,neutral
"sữa ít đường dễ uống giao hàng siêu nhanh",positive,neutral,positive,neutral
"giao hàng nhanh sản phẩm chất lượng tốt bé tăng cân",positive,neutral,positive,neutral
"sữa ít đường vị ngọt vừa phải hộp chắc chắn giá rẻ hơn shop",negative,positive,neutral,positive
"giao hàng mất 2 3 ngày chất lượng ổn",positive,neutral,neutral,neutral
"loại thường nhiều đường loại ít đường dễ chấp nhận hơn",positive,neutral,neutral,neutral
"sữa hơi ngọt nhưng chất lượng tốt",positive,neutral,neutral,neutral
"giao hàng rất nhanh",positive,neutral,positive,neutral
"sữa chính hãng an tâm sử dụng",positive,neutral,neutral,neutral
"sữa thơm ngon giúp bé phát triển chiều cao cân nặng",positive,neutral,neutral,neutral
"đóng gói tạm được sữa chất lượng tốt",positive,positive,neutral,neutral
"săn được giá hời đóng gói chống sốc thùng không móp",negative,positive,neutral,positive
"shop đóng hàng nhanh kỹ sữa thơm ngon ít ngọt",positive,positive,neutral,neutral
"bé uống được hộp có tay xách tiện lợi",negative,positive,neutral,neutral
"sữa ít đường hỗ trợ tăng cân hấp thụ tốt",positive,neutral,neutral,neutral
"giao hàng nhanh đóng hàng cẩn thận",positive,positive,positive,neutral
"giao hàng siêu nhanh hi vọng bé dùng hợp",positive,neutral,positive,neutral
"sữa ít đường vị ngọt nhẹ bé rất thích",positive,neutral,neutral,neutral
"giao hàng nhanh sữa ngọt vừa phải bé thích",positive,neutral,positive,neutral
"sữa hợp tác tốt",positive,positive,neutral,neutral
"sữa thơm ngọt bé thích giao hàng nhanh",positive,neutral,positive,neutral
"bé hợp khẩu vị rất thích",positive,neutral,neutral,neutral
"săn sale được giá cực hời",positive,neutral,neutral,positive
"hàng mall yên tâm bé thích uống",positive,neutral,neutral,neutral
"săn được giá hời đóng gói cẩn thận thùng không móp méo",negative,positive,neutral,positive
"sữa ít đường thơm ngon giá hời",positive,neutral,neutral,positive
"sữa thơm ngon ngọt nhẹ bé hợp tác",positive,neutral,neutral,neutral
"giao hàng nhanh đúng mẫu mã",positive,positive,positive,neutral
"giao hàng siêu nhanh bé chịu hợp tác",positive,neutral,positive,neutral
"giao hàng nhanh đóng hàng ổn sản phẩm không vỡ hỏng",negative,positive,positive,neutral
"bé hợp tác uống theo tư vấn bác sĩ",positive,neutral,neutral,neutral
"sữa ngon vị ngọt vừa phải đóng gói cẩn thận giao nhanh",positive,positive,positive,neutral
"hàng không kèm quà tặng như tư vấn",negative,negative,neutral,neutral
"đóng gói kỹ hạn sử dụng còn lâu bé rất thích",positive,positive,neutral,neutral
"sữa ít đường dễ uống bé thích uống mua được giá sale",positive,neutral,neutral,positive
"sữa chính hãng chất lượng tốt săn giá rẻ bé uống hợp",positive,neutral,neutral,positive
"sữa ít đường ngọt nhẹ dễ uống bao bì chắc chắn",negative,positive,neutral,neutral
"chất lượng vượt mong đợi giao hàng nhanh đóng gói cẩn thận shop hỗ trợ nhiệt tình",negative,positive,positive,neutral
"sữa ít đường ngọt vừa bé thích uống giao hàng nhanh đủ số lượng",positive,positive,positive,neutral
"sữa ngon thơm vị vừa phải mua được giá rẻ",positive,neutral,neutral,positive
"shop gói hàng kỹ giao hàng nhanh đủ số lượng",positive,positive,positive,neutral
"giao hàng nhanh shipper nhiệt tình",positive,neutral,positive,neutral
"sữa ngon trẻ rất thích",positive,neutral,neutral,neutral
"sữa giúp bé tăng cân ổn định tiêu hóa giao hàng nhanh đóng gói chống sốc",positive,positive,positive,neutral
"sử dụng rất tốt bé rất thích",positive,neutral,neutral,neutral
"bé chịu uống vị ngọt vừa không quá gắt",positive,negative,neutral,neutral
"sữa dinh dưỡng hiệu quả giao hàng tương đối nhanh",negative,neutral,positive,neutral
"sữa dễ uống đóng gói kỹ",positive,positive,neutral,neutral
"đóng gói cẩn thận giao hàng nhanh sữa ít đường dễ uống",positive,positive,positive,neutral
"giao hàng nhanh đóng gói chắc chắn sữa ngon bé thích",negative,positive,positive,neutral
"sữa ít ngọt dễ uống không bị ngán",positive,neutral,neutral,neutral
"đóng gói hàng ok hàng chính hãng",positive,positive,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận",positive,positive,positive,neutral
"săn được giá hời bé rất thích uống",positive,neutral,neutral,positive
"đóng gói cẩn thận sữa uống ổn",positive,positive,neutral,neutral
"hạn sử dụng xa đóng gói cẩn thận bé uống phù hợp",positive,positive,neutral,neutral
"hương vị thơm ngon dễ uống hộp chắc chắn tiện dùng",negative,positive,neutral,neutral
"giao nhanh đóng gói cẩn thận date xa",positive,positive,positive,neutral
"sữa ít ngọt ngon bé thích uống",positive,neutral,neutral,neutral
"giao hàng nhanh sản phẩm chất lượng tốt",positive,neutral,positive,neutral
"sữa ngon bổ rẻ hộp nhỏ tiện lợi",negative,positive,neutral,positive
"đóng gói cẩn thận sản phẩm đúng mô tả",positive,positive,neutral,neutral
"sữa ít đường dễ uống vị ngọt vừa béo thơm giao hàng nhanh",positive,neutral,positive,neutral
"giao nhanh hàng chính hãng date xa mua rất rẻ",positive,neutral,positive,positive
"sản phẩm chất lượng giao hàng nhanh đóng gói chắc chắn",negative,positive,positive,neutral
"thương hiệu uy tín lâu năm yên tâm sử dụng",positive,neutral,neutral,neutral
"sữa giúp tăng chiều cao tăng cân tốt",positive,neutral,neutral,neutral
"hạt giàu dinh dưỡng dễ ăn tiện mang theo",positive,neutral,neutral,neutral
"sữa ngon ít ngọt bé uống phù hợp",positive,neutral,neutral,neutral
"giao hàng siêu nhanh",positive,neutral,positive,neutral
"chất lượng khá tốt bao bì đóng gói cẩn thận",positive,positive,neutral,neutral
"sữa ổn săn được giá tốt",positive,neutral,neutral,positive
"chất lượng vượt mong đợi thiết kế đẹp chất liệu chắc chắn",negative,neutral,neutral,neutral
"sữa dễ uống vị ngọt nhẹ đóng gói cẩn thận",positive,positive,neutral,neutral
"sữa thơm ngon giúp bé tăng cân",positive,neutral,neutral,neutral
"mua thử cho bé uống nếu hợp sẽ mua tiếp",positive,neutral,neutral,neutral
"giao hàng nhanh đóng gói tạm ổn",neutral,positive,positive,neutral
"sữa giúp trẻ tăng cân phát triển chiều cao",positive,neutral,neutral,neutral
"sữa thơm ngon ngọt nhẹ giá rẻ giao nhanh",positive,neutral,positive,positive
"vẫn mua sữa này cho con uống",positive,neutral,neutral,neutral
"bé rất thích sữa grow plus ít đường",positive,neutral,neutral,neutral
"áo đẹp mặc làm cardigan phối đồ xinh",positive,neutral,neutral,neutral
"giao hàng nhanh hàng nguyên không móp méo",negative,positive,positive,neutral
"sữa ít đường phù hợp cho bé bị sún răng",positive,neutral,neutral,neutral
"kem thấm nhanh thơm dễ chịu nâng tone tốt",negative,neutral,neutral,neutral
"sữa ngon nhưng hơi ngọt bé rất thích uống",positive,neutral,neutral,neutral
"bé uống hết nên chưa có ảnh đánh giá",positive,neutral,neutral,neutral
"giao nhanh đủ hàng chất lượng tốt",positive,positive,positive,neutral
"ngon bổ rẻ giao nhanh",positive,neutral,positive,positive
"quần áo thoáng mát mềm mại thấm hút tốt",positive,neutral,neutral,neutral
"đóng gói chắc chắn giao hàng nhanh",negative,positive,positive,neutral
"sản phẩm chất lượng cao giá hợp lý giao hàng nhanh đóng gói kỹ",positive,positive,positive,positive
"bé rất thích uống sẽ mua tiếp",positive,neutral,neutral,neutral
"sữa thơm ít ngọt bé hợp tác",positive,neutral,neutral,neutral
"áo đẹp phối đồ xinh",positive,neutral,neutral,neutral
"sữa không quá ngọt ngon cho bé uống",positive,negative,neutral,neutral
"giao hàng nhanh không móp méo săn được giá rẻ",negative,positive,positive,positive
"đóng gói chống sốc kỹ date xa",positive,positive,neutral,neutral
"combo thời trang đẹp quà tặng hấp dẫn",positive,positive,neutral,neutral
"shop hỗ trợ đổi hộp lớn nhưng giữ nguyên giá",negative,neutral,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận shop tư vấn nhiệt tình",positive,positive,positive,neutral
"giao hàng nhanh đóng gói kỹ",positive,positive,positive,neutral
"sữa hỗ trợ tăng chiều cao cho bé nhẹ cân",positive,neutral,neutral,neutral
"giao hàng nhanh đóng gói cẩn thận sữa ổn",positive,positive,positive,neutral
"thông báo trung thu lớp học",neutral,neutral,neutral,neutral
"kem giữ ẩm tốt che khuyết điểm",negative,neutral,neutral,neutral
"sữa tăng cân tăng chiều cao",positive,neutral,neutral,neutral
"canh sale mua rẻ hơn nhiều quà tặng không đáng",negative,negative,neutral,positive
"sản phẩm chất lượng cao giá tốt giao hàng nhanh",positive,neutral,positive,positive
"sữa ít đường dễ uống bé hợp tác chưa thấy tăng cân",negative,neutral,neutral,neutral
"bé rất hợp tác giá cả phải chăng giao hàng nhanh",positive,neutral,positive,positive
"ít ngọt đỡ đầy bụng hãng uy tín",positive,neutral,neutral,neutral
"giao nhanh date mới date xa",positive,neutral,positive,neutral
"sữa giúp bé tăng cân tiêu hóa tốt",positive,neutral,neutral,neutral
"date xa giá ổn nhưng đóng gói chưa kỹ dễ vỡ",negative,negative,neutral,positive
"đóng gói cẩn thận chưa dùng nên chưa rõ chất lượng",neutral,positive,neutral,neutral
"giao hàng nhanh đóng gói kỹ sữa béo ít ngọt",positive,positive,positive,neutral
"sản phẩm chất lượng trẻ em nên dùng ít đường",positive,neutral,neutral,neutral
"giá cả hợp lý phù hợp cho trẻ suy dinh dưỡng",positive,neutral,neutral,positive
"sữa thơm ngon dễ uống bé rất thích giao hàng nhanh",positive,neutral,positive,neutral
"canh sale mua rẻ được tặng quà nhưng quà nhỏ không đẹp",negative,negative,neutral,positive
"đóng gói cẩn thận giao hàng nhanh sữa ngon",positive,positive,positive,neutral
"đóng gói cẩn thận shipper thân thiện giao đúng hẹn",positive,positive,positive,neutral
"sữa ngon dễ uống bé rất thích",positive,neutral,neutral,neutral
"sữa ít đường dễ uống săn sale rẻ hơn cửa hàng",positive,neutral,neutral,positive
"ít ngọt bé dễ uống bao bì đẹp",positive,positive,neutral,neutral
"sữa dễ uống bé hợp tác chưa thấy tăng cân",negative,neutral,neutral,neutral
"ship nhanh mua được giá rẻ",positive,neutral,positive,positive
"sản phẩm tốt bé hợp tác",positive,neutral,neutral,neutral
"giao nhanh, shop uy tín",positive,neutral,positive,neutral
"sữa ít ngọt, tiêu hóa tốt",positive,neutral,neutral,neutral
"date xa, giá oke, đóng gói chưa kỹ",positive,negative,neutral,positive
"đóng gói cẩn thận",positive,positive,neutral,neutral
"sữa béo, ít ngọt, giao nhanh, đóng gói kỹ",positive,positive,positive,neutral
"sản phẩm chất lượng tốt",positive,neutral,neutral,neutral
"giá cả hợp lý",positive,neutral,neutral,positive
"sữa thơm ngon dễ uống, giao nhanh",positive,neutral,positive,neutral
"sale rẻ, hi vọng hàng chuẩn",positive,neutral,neutral,positive
"đóng gói cẩn thận, giao nhanh",positive,positive,positive,neutral
"đóng gói cẩn thận, giao đúng hẹn",positive,positive,positive,neutral
"sữa ngon dễ uống",positive,neutral,neutral,neutral
"ít đường dễ uống, săn sale rẻ",positive,neutral,neutral,positive
"ít ngọt, bé dễ uống",positive,neutral,neutral,neutral
"bao bì cứng cáp, ít đường dễ uống",positive,positive,neutral,neutral
"ship nhanh, giá rẻ",positive,neutral,positive,positive
"sản phẩm tốt",positive,neutral,neutral,neutral
"bao bì đẹp",positive,positive,neutral,neutral
"giao nhanh, giá siêu tốt",positive,neutral,positive,positive
"giao nhanh, chất lượng tốt",positive,neutral,positive,neutral
"ít đường, ổn định lâu dài",positive,neutral,neutral,neutral
"giao nhanh, săn sale rẻ",positive,neutral,positive,positive
