comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
tạm ổn nhưng may ẩu,negative,neutral,neutral,neutral,tạm ổn nhưng may ẩu
đóng gói ok giao nhanh nhưng vải tệ,negative,negative,positive,neutral,đóng gói ok giao nhanh nhưng vải tệ
giống ảnh,positive,positive,neutral,neutral,giống ảnh
rất đẹp nhưng giao sai size,negative,negative,neutral,neutral,rất đẹp nhưng giao sai size
ok nhưng dây dài và giá chưa hợp lý,negative,neutral,neutral,negative,ok nhưng dây dài và giá chưa hợp lý
chật vai,negative,neutral,neutral,neutral,chật vai
ổn nên mua,positive,neutral,neutral,neutral,ổn nên mua
áo ổn nhưng đóng gói ẩu,negative,negative,neutral,neutral,áo ổn nhưng đóng gói ẩu
giá rẻ nhưng mút cứng,negative,neutral,neutral,positive,giá rẻ nhưng mút cứng
hơi dày đẹp giao nhanh,positive,neutral,positive,neutral,hơi dày đẹp giao nhanh
vải nóng mút lộ,negative,neutral,neutral,neutral,vải nóng mút lộ
vải mềm hàng ok,positive,neutral,neutral,neutral,vải mềm hàng ok
ổn nhưng giao sai mẫu,negative,negative,neutral,neutral,ổn nhưng giao sai mẫu
đóng gói tốt giao nhanh đẹp,positive,positive,positive,neutral,đóng gói tốt giao nhanh đẹp
vải dày nhưng lộ lót,negative,neutral,neutral,neutral,vải dày nhưng lộ lót
áo lỗi chi tiết,negative,neutral,neutral,neutral,áo lỗi chi tiết
chất đẹp nhưng có vết bẩn,negative,negative,neutral,neutral,chất đẹp nhưng có vết bẩn
form không giữ được,negative,neutral,neutral,neutral,form không giữ được
thoải mái nhưng mỏng lộ mút,negative,neutral,neutral,neutral,thoải mái nhưng mỏng lộ mút
tạm ổn giá rẻ giao nhanh,neutral,neutral,positive,positive,tạm ổn giá rẻ giao nhanh
dây lỏng nhiều lỗi may,negative,neutral,neutral,neutral,dây lỏng nhiều lỗi may
mút ngực kì,negative,neutral,neutral,neutral,mút ngực kì
giao nhanh nhưng bị xước,negative,negative,positive,neutral,giao nhanh nhưng bị xước
không có nội dung,neutral,neutral,neutral,neutral,không có nội dung
ổn nhưng mút xấu chật nách,negative,neutral,neutral,neutral,ổn nhưng mút xấu chật nách
giao nhanh nhưng áo bẩn,negative,neutral,positive,neutral,giao nhanh nhưng áo bẩn
đúng mô tả chất tốt giao nhanh,positive,positive,positive,neutral,đúng mô tả chất tốt giao nhanh
đẹp nhưng mút lệch,negative,neutral,neutral,neutral,đẹp nhưng mút lệch
form không đẹp mút lỗi,negative,neutral,neutral,neutral,form không đẹp mút lỗi
bị xước nhưng chất ok,negative,negative,neutral,neutral,bị xước nhưng chất ok
rộng nách,negative,neutral,neutral,neutral,rộng nách
mỏng lộ mút,negative,neutral,neutral,neutral,mỏng lộ mút
ổn nhưng không thích quà,negative,negative,neutral,neutral,ổn nhưng không thích quà
giao nhanh nhưng hơi rộng,negative,neutral,positive,neutral,giao nhanh nhưng hơi rộng
áo bẩn,negative,neutral,neutral,neutral,áo bẩn
lộ mút dịch vụ tệ,negative,neutral,neutral,neutral,lộ mút dịch vụ tệ
mút cứng lộ,negative,neutral,neutral,neutral,mút cứng lộ
form ok nhưng vải nóng,negative,neutral,neutral,neutral,form ok nhưng vải nóng
size tư vấn sai,negative,neutral,neutral,neutral,size tư vấn sai
lộ lớp lót,negative,neutral,neutral,neutral,lộ lớp lót
lộ viền mút,negative,neutral,neutral,neutral,lộ viền mút
dây áo lỗi mút lộ,negative,neutral,neutral,neutral,dây áo lỗi mút lộ
bung chỉ,negative,neutral,neutral,neutral,bung chỉ
đẹp nhưng không đồng đều,negative,neutral,neutral,neutral,đẹp nhưng không đồng đều
size không đúng shop không phản hồi,negative,negative,neutral,neutral,size không đúng shop không phản hồi
vải nóng,negative,neutral,neutral,neutral,vải nóng
vải thô,negative,neutral,neutral,neutral,vải thô
chưa dùng,neutral,neutral,neutral,neutral,chưa dùng
mỏng size chật,negative,neutral,neutral,neutral,mỏng size chật
bị rách nhiều chỉ thừa,negative,negative,neutral,neutral,bị rách nhiều chỉ thừa
không rõ nội dung,neutral,neutral,neutral,neutral,không rõ nội dung
đẹp nhưng bị rách,negative,negative,neutral,neutral,đẹp nhưng bị rách
size lỗi,negative,neutral,neutral,neutral,size lỗi
chật size,negative,neutral,neutral,neutral,chật size
lộ mút ngực,negative,neutral,neutral,neutral,lộ mút ngực
bình thường rộng,neutral,neutral,neutral,neutral,bình thường rộng
không co giãn mặc bó,negative,neutral,neutral,neutral,không co giãn mặc bó
dáng ok nhưng vải nóng,negative,neutral,neutral,neutral,dáng ok nhưng vải nóng
áo bẩn form xấu,negative,neutral,neutral,neutral,áo bẩn form xấu
mỏng không đều mất thẩm mỹ,negative,neutral,neutral,neutral,mỏng không đều mất thẩm mỹ
nhiều chỉ thừa mút lỏng,negative,neutral,neutral,neutral,nhiều chỉ thừa mút lỏng
có vết bẩn nhưng chất ok,negative,negative,neutral,neutral,có vết bẩn nhưng chất ok
mỏng lộ áo trong,negative,neutral,neutral,neutral,mỏng lộ áo trong
vai trễ khó chịu,negative,neutral,neutral,neutral,vai trễ khó chịu
mỏng lộ mút nhiều chỉ thừa,negative,neutral,neutral,neutral,mỏng lộ mút nhiều chỉ thừa
spam quà tặng ship nhanh,neutral,neutral,positive,neutral,spam quà tặng giao hàng nhanh
chất không đồng đều,negative,neutral,neutral,neutral,chất không đồng đều
cổ áo bị lỗi,negative,neutral,neutral,neutral,cổ áo bị lỗi
mỏng lộ mút đường may lỗi,negative,neutral,neutral,neutral,mỏng lộ mút đường may lỗi
giao sai mẫu,negative,negative,neutral,neutral,giao sai mẫu
vải mỏng form xấu,negative,neutral,neutral,neutral,vải mỏng form xấu
mỏng chờ phản hồi lâu,negative,neutral,neutral,neutral,mỏng chờ phản hồi lâu
bình thường nhưng có vết bẩn,negative,negative,neutral,neutral,bình thường nhưng có vết bẩn
giao sai màu,negative,negative,neutral,neutral,giao sai màu
size không vừa,negative,neutral,neutral,neutral,size không vừa
vải mỏng xấu,negative,neutral,neutral,neutral,vải mỏng xấu
vải sổ nhanh,negative,neutral,neutral,neutral,vải sổ nhanh
size không đồng đều,negative,neutral,neutral,neutral,size không đồng đều
rộng và lộ mút,negative,neutral,neutral,neutral,rộng và lộ mút
lộ mút dây lỏng giá đắt,negative,neutral,neutral,negative,lộ mút dây lỏng giá đắt
lộ lót ngực,negative,neutral,neutral,neutral,lộ lót ngực
áo rộng nóng,negative,neutral,neutral,neutral,áo rộng nóng
lộ mút,negative,neutral,neutral,neutral,lộ mút
vải nóng lộ mút,negative,neutral,neutral,neutral,vải nóng lộ mút
tay áo rộng dễ tuột,negative,neutral,neutral,neutral,tay áo rộng dễ tuột
form xấu lộ mút chật nách,negative,neutral,neutral,neutral,form xấu lộ mút chật nách
vải mỏng không ưng,negative,neutral,neutral,neutral,vải mỏng không ưng
giao sai size nhiều chỉ thừa,negative,negative,neutral,neutral,giao sai size nhiều chỉ thừa
mút không phù hợp form xấu,negative,neutral,neutral,neutral,mút không phù hợp form xấu
mút lỏng dễ rời,negative,neutral,neutral,neutral,mút lỏng dễ rời
không liên quan,neutral,neutral,neutral,neutral,không liên quan
form nhỏ mút lỗi giao lâu,negative,neutral,negative,neutral,form nhỏ mút lỗi giao lâu
có vết bẩn vải xù,negative,negative,neutral,neutral,có vết bẩn vải xù
may không cẩn thận lệch vai,negative,neutral,neutral,neutral,may không cẩn thận lệch vai
chật tay mút lộ,negative,neutral,neutral,neutral,chật tay mút lộ
không co giãn mút nhăn,negative,neutral,neutral,neutral,không co giãn mút nhăn
size không đúng,negative,negative,neutral,neutral,size không đúng
mút nhô form xấu,negative,neutral,neutral,neutral,mút nhô form xấu
dây không đều vải nóng,negative,neutral,neutral,neutral,dây không đều vải nóng
mua lại nhưng chật,negative,neutral,neutral,neutral,mua lại nhưng chật
không có quà tặng,negative,negative,neutral,neutral,không có quà tặng
size lỗi mùi khó chịu,negative,neutral,neutral,neutral,size lỗi mùi khó chịu
mát nhưng mút dày không tự nhiên,negative,neutral,neutral,neutral,mát nhưng mút dày không tự nhiên
chất ok nhưng giữ form kém,negative,neutral,neutral,neutral,chất ok nhưng giữ form kém
vải xấu may thô lộ chỉ,negative,neutral,neutral,neutral,vải xấu may thô lộ chỉ
mỏng lộ mút không giống mô tả,negative,negative,neutral,neutral,mỏng lộ mút không giống mô tả
lộ mút thất vọng,negative,neutral,neutral,neutral,lộ mút thất vọng
vải nóng không như mong đợi,negative,neutral,neutral,neutral,vải nóng không như mong đợi
form lỗi mút hỏng,negative,neutral,neutral,neutral,form lỗi mút hỏng
shop không che thông tin,negative,neutral,neutral,neutral,shop không che thông tin
thiếu quà tặng,negative,negative,neutral,neutral,thiếu quà tặng
không nhận hàng,negative,neutral,negative,neutral,không nhận hàng
lộ mút mút lỏng quai dài,negative,neutral,neutral,neutral,lộ mút mút lỏng quai dài
form xấu,negative,neutral,neutral,neutral,form xấu
vải bí size không chuẩn,negative,neutral,neutral,neutral,vải bí size không chuẩn
quai rộng dễ giãn,negative,neutral,neutral,neutral,quai rộng dễ giãn
mùi khó chịu,negative,neutral,neutral,neutral,mùi khó chịu
có quà nhưng ít,neutral,negative,neutral,neutral,có quà nhưng ít
nhiều chỉ thừa,negative,neutral,neutral,neutral,nhiều chỉ thừa
bung chỉ nhiều,negative,neutral,neutral,neutral,bung chỉ nhiều
vải cứng mút cao,negative,neutral,neutral,neutral,vải cứng mút cao
bị ra màu,negative,neutral,neutral,neutral,bị ra màu
chất kém,negative,neutral,neutral,neutral,chất kém
chật tay,negative,neutral,neutral,neutral,chật tay
mút bị lệch,negative,neutral,neutral,neutral,mút bị lệch
vải mỏng,negative,neutral,neutral,neutral,vải mỏng
ổn nhưng không co giãn size lệch,negative,neutral,neutral,neutral,ổn nhưng không co giãn size lệch
size không chuẩn,negative,neutral,neutral,neutral,size không chuẩn
mỏng lộ mút giá hợp lý,negative,neutral,neutral,positive,mỏng lộ mút giá hợp lý
chật không được hỗ trợ,negative,neutral,neutral,neutral,chật không được hỗ trợ
mút lỗi giao nhanh,negative,neutral,positive,neutral,mút lỗi giao nhanh
màu không hợp da đổi phức tạp,negative,neutral,neutral,neutral,màu không hợp da đổi phức tạp
size chật không mặc được,negative,neutral,neutral,neutral,size chật không mặc được
không đẹp tạm chấp nhận,positive,neutral,neutral,neutral,không đẹp tạm chấp nhận
mút không giữ dáng,negative,neutral,neutral,neutral,mút không giữ dáng
mút lộ rất kỳ,negative,neutral,neutral,neutral,mút lộ rất kỳ
mút dày,negative,neutral,neutral,neutral,mút dày
dây dài lộ mút,negative,neutral,neutral,neutral,dây dài lộ mút
lộ lót,negative,neutral,neutral,neutral,lộ lót
mỏng rộng,negative,neutral,neutral,neutral,mỏng rộng
size nhỏ,negative,neutral,neutral,neutral,size nhỏ
chất xấu,negative,neutral,neutral,neutral,chất xấu
giao sai size,negative,negative,neutral,neutral,giao sai size
lộ mút chật tay,negative,neutral,neutral,neutral,lộ mút chật tay
không có gì đáng giá,negative,neutral,neutral,negative,không có gì đáng giá
form ổn nhưng cổ lỗi,negative,neutral,neutral,neutral,form ổn nhưng cổ lỗi
đẹp nhưng dễ bung chỉ,negative,neutral,neutral,neutral,đẹp nhưng dễ bung chỉ
nhiều chỉ thừa form rộng,negative,neutral,neutral,neutral,nhiều chỉ thừa form rộng
đúng mô tả giá hợp lý,positive,positive,neutral,positive,đúng mô tả giá hợp lý
chất không đúng nhiều chỉ thừa chật,negative,neutral,neutral,neutral,chất không đúng nhiều chỉ thừa chật
dây nhăn nách khó chịu,negative,neutral,neutral,neutral,dây nhăn nách khó chịu
áo đẹp thoáng,positive,neutral,neutral,neutral,áo đẹp thoáng
tốt nhưng giao sai size,negative,negative,neutral,neutral,tốt nhưng giao sai size
ổn nhưng mút giả,negative,neutral,neutral,neutral,ổn nhưng mút giả
form xấu lộ mút,negative,neutral,neutral,neutral,form xấu lộ mút
đen đẹp trắng lộ mút,negative,neutral,neutral,neutral,đen đẹp trắng lộ mút
vải xù sau giặt,negative,neutral,neutral,neutral,vải xù sau giặt
chất không như hình,negative,neutral,neutral,neutral,chất không như hình
mút nhăn,negative,neutral,neutral,neutral,mút nhăn
rộng không hợp,negative,neutral,neutral,neutral,rộng không hợp
cổ rộng không co giãn,negative,neutral,neutral,neutral,cổ rộng không co giãn
form không giống mẫu,negative,negative,neutral,neutral,form không giống mẫu
tạm ổn,neutral,neutral,neutral,neutral,tạm ổn
mỏng,negative,neutral,neutral,neutral,mỏng
bình thường,neutral,neutral,neutral,neutral,bình thường
co giãn kém,negative,neutral,neutral,neutral,co giãn kém
chất cứng,negative,neutral,neutral,neutral,chất cứng
ngắn,negative,neutral,neutral,neutral,ngắn
màu bẩn,negative,neutral,neutral,neutral,màu bẩn
bị bẩn,negative,negative,neutral,neutral,bị bẩn
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,positive,positive,neutral,positive,sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher
bắp mềm dẻo ngọt vừa phải ăn ngon,positive,neutral,neutral,neutral,bắp mềm dẻo ngọt vừa phải ăn ngon
giao hàng nhanh đóng gói kỹ shipper nhiệt tình bé uống hợp,positive,positive,positive,neutral,giao hàng nhanh đóng gói kỹ người giao hàng nhiệt tình bé uống hợp
đổi bao bì mới đóng gói cẩn thận bé tăng cân,negative,positive,neutral,neutral,đổi bao bì mới đóng gói cẩn thận bé tăng cân
sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải,negative,positive,neutral,positive,sữa thơm béo ít ngọt bao bì chắc chắn giá vừa phải
sữa rất ngon mua được giá ưu đãi,positive,neutral,neutral,positive,sữa rất ngon mua được giá ưu đãi
đóng gói cẩn thận giao đủ số lượng không móp méo shipper thân thiện,negative,positive,positive,neutral,đóng gói cẩn thận giao đủ số lượng không móp méo người giao hàng thân thiện
sữa ít đường cho trẻ suy dinh dưỡng,positive,neutral,neutral,neutral,sữa ít đường cho trẻ suy dinh dưỡng
bé thích uống sẽ mua tiếp,positive,neutral,neutral,neutral,bé thích uống sẽ mua tiếp
giá thành rẻ giao hàng nhanh mặc tiện lợi,negative,neutral,positive,positive,giá thành rẻ giao hàng nhanh mặc tiện lợi
đóng gói chắc chắn giao hàng rất nhanh,negative,positive,positive,neutral,đóng gói chắc chắn giao hàng rất nhanh
sữa vị nhạt thơm dễ uống bé rất thích,positive,neutral,neutral,neutral,sữa vị nhạt thơm dễ uống bé rất thích
giao hàng nhanh đóng gói cẩn thận ít ngọt bé dễ uống,positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận ít ngọt bé dễ uống
sữa giúp bé phát triển tốt,positive,neutral,neutral,neutral,sữa giúp bé phát triển tốt
mua lúc sale giá rất rẻ giao hàng nhanh bé thích uống,positive,neutral,positive,positive,mua lúc sale giá rất rẻ giao hàng nhanh bé thích uống
