comment,chat_luong,dong_goi,van_chuyen,gia_ca,clean_comment
ốp dày cứng cáp. nhựa ổn. từ tính hỏng. nhanh ố vàng,negative,neutral,neutral,neutral,ốp dày cứng cáp nhựa ổn từ tính hỏng nhanh ố vàng
hơi chật,negative,neutral,neutral,neutral,hơi chật
Đóng gói rất đẹp...,positive,positive,neutral,neutral,đóng gói rất đẹp
chất ok nhưng giữ form kém,negative,neutral,neutral,neutral,chất ok nhưng giữ form kém
"Màu khô, nét mờ",negative,neutral,neutral,neutral,màu khô nét mờ
sạc nhanh sạc được hơn 3 lần đúng sản phẩm. giao hàng nhanh,positive,neutral,positive,neutral,sạc nhanh sạc được hơn 3 lần đúng sản phẩm giao hàng nhanh
Có mùi nhưng ổn,negative,neutral,neutral,neutral,có mùi nhưng ổn
đóng gói cực tệ săn sale đóng hời hợt kính cường lực không có gì bảo vệ đặt 3 hỏng cả 3 nhắn tin hơn 1 ngày không rep,negative,negative,neutral,positive,đóng gói cực tệ săn sale đóng hời hợt kính cường lực không có gì bảo vệ đặt 3 hỏng cả 3 nhắn tin hơn 1 ngày không rep
dán keo khớp chảy tùm lum lưới chùng như lưới cá,negative,neutral,neutral,neutral,dán keo khớp chảy tùm lum lưới chùng như lưới cá
đóng gói rất chán kính cường lực chỉ bọc chống sốc không có hộp đựng vừa mở đã vỡ rất tệ,negative,negative,neutral,neutral,đóng gói rất chán kính cường lực chỉ bọc chống sốc không có hộp đựng vừa mở đã vỡ rất tệ
đóng hàng sơ sài. ship lâu do mưa bão. ô bấm nút không gọn kéo lại cực cứng,positive,negative,negative,neutral,đóng hàng sơ sài giao hàng lâu do mưa bão ô bấm nút không gọn kéo lại cực cứng
chậm không chạy hàng dỏm. lắp vô không dùng được shop hỗ trợ nhưng không được lúc bảo quay video thì không rep,negative,neutral,neutral,neutral,chậm không chạy hàng dỏm lắp vô không dùng được shop hỗ trợ nhưng không được lúc bảo quay video thì không rep
bút đẹp đều mực chất liệu tốt xịn,negative,neutral,neutral,neutral,bút đẹp đều mực chất liệu tốt xịn
Đầy đủ,positive,positive,neutral,neutral,đầy đủ
"Đóng gói sơ sài, chai cũ như đã mở",negative,negative,neutral,neutral,đóng gói sơ sài chai cũ như đã mở
không đúng mô tả không cảm ứng với màn hình rất tệ,negative,neutral,neutral,neutral,không đúng mô tả không cảm ứng với màn hình rất tệ
hàng vỡ vẫn gói cho khách nhắn tin không trả lời không một câu xin lỗi,negative,neutral,neutral,neutral,hàng vỡ vẫn gói cho khách nhắn tin không trả lời không một câu xin lỗi
sạc được lâu. giao hàng khá nhanh,positive,neutral,positive,neutral,sạc được lâu giao hàng khá nhanh
sữa ngon bé thích,positive,neutral,neutral,neutral,sữa ngon bé thích
giao nhầm đặt 16 plus sao chuyển thành 12,negative,neutral,neutral,neutral,giao nhầm đặt 16 plus sao chuyển thành 12
sản phẩm tàm tạm trong tầm tiền bỏ ra,neutral,neutral,neutral,neutral,sản phẩm tàm tạm trong tầm tiền bỏ ra
mua 2 đôi giao 1 đôi liên hệ không trả lời lừa đảo,negative,neutral,neutral,neutral,mua 2 đôi giao 1 đôi liên hệ không trả lời lừa đảo
ok nhưng không thích seeding,negative,neutral,neutral,neutral,ok nhưng không thích seeding
giao hàng nhanh hàng nguyên không móp méo,negative,positive,positive,neutral,giao hàng nhanh hàng nguyên không móp méo
chất lượng ok. đẹp. giá rẻ. giao hàng nhiệt tình,positive,neutral,positive,positive,chất lượng ok đẹp giá rẻ giao hàng nhiệt tình
hàng lỗi shop ghi 5gb 1 ngày nhưng giao sim chu kì 1 tháng 150gb nhanh hết gọi tổng đài báo sim dùng chung nhiều người,negative,neutral,neutral,neutral,hàng lỗi shop ghi 5gb 1 ngày nhưng giao sim chu kì 1 tháng 150gb nhanh hết gọi tổng đài báo sim dùng chung nhiều người
"Hàng giả, màu và mùi không giống",negative,neutral,neutral,neutral,hàng giả màu và mùi không giống
bút ra mực đều đúng đủ,negative,neutral,neutral,neutral,bút ra mực đều đúng đủ
bình luận rác sao chép giao diện google không liên quan,neutral,neutral,neutral,neutral,bình luận rác sao chép giao diện google không liên quan
sữa giúp bé tăng cân ổn định tiêu hóa giao hàng nhanh đóng gói chống sốc,positive,positive,positive,neutral,sữa giúp bé tăng cân ổn định tiêu hóa giao hàng nhanh đóng gói chống sốc
"Đẹp, màu tốt",positive,neutral,neutral,neutral,đẹp màu tốt
"sữa bé thích, giao hàng nhanh",positive,neutral,positive,neutral,sữa bé thích giao hàng nhanh
"Bảng mắt xinh, giá rẻ, giao siêu nhanh",positive,neutral,positive,positive,bảng mắt xinh giá rẻ giao siêu nhanh
mua 2 lần rồi sản phẩm dùng rất tốt sạc nhanh giá rẻ bảo hành tốt,positive,neutral,neutral,positive,mua 2 lần rồi sản phẩm dùng rất tốt sạc nhanh giá rẻ bảo hành tốt
thanh toán thảm 8mm giao 6mm,negative,neutral,neutral,neutral,thanh toán thảm 8mm giao 6mm
đúng mô tả nghe gọi ổn chất lượng tốt. nên mua shop tư vấn nhiệt tình,positive,neutral,neutral,neutral,đúng mô tả nghe gọi ổn chất lượng tốt nên mua shop tư vấn nhiệt tình
nhận sai hàng làm ăn quá chán,negative,neutral,neutral,neutral,nhận sai hàng làm ăn quá chán
sản phẩm tốt. giá rẻ,positive,neutral,neutral,positive,sản phẩm tốt giá rẻ
vải đẹp tốt co giãn thoải mái mặc đỡ tốn bỉm. thấm trong 1 lần phải kiểm tra thay thường xuyên,positive,neutral,neutral,neutral,vải đẹp tốt co giãn thoải mái mặc đỡ tốn bỉm thấm trong 1 lần phải kiểm tra thay thường xuyên
sữa ít đường dễ uống bé thích uống mua được giá sale,positive,neutral,neutral,positive,sữa ít đường dễ uống bé thích uống mua được giá sale
phí tiền khuyên anh em không mua không dính một tí nào úp xuống rơi rụng hàng quá kém chất lượng,negative,neutral,neutral,negative,phí tiền khuyên anh em không mua không dính một tí nào úp xuống rơi rụng hàng quá kém chất lượng
giao hàng nhanh đóng gói rất cẩn thận đúng như quảng cáo chưa sử dụng bước đầu thấy shop ok,positive,positive,positive,neutral,giao hàng nhanh đóng gói rất cẩn thận đúng như quảng cáo chưa sử dụng bước đầu thấy shop ok
sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher,positive,positive,neutral,positive,sữa ít đường tốt cho bé bao bì đẹp date mới mua có voucher
ngoài đơn ghi đúng phân loại bóc ra máy khác màu khác không dùng được đơn 1k,negative,neutral,neutral,positive,ngoài đơn ghi đúng phân loại bóc ra máy khác màu khác không dùng được đơn 1k
shop lừa đảo 15 pro max gửi 12 mini lừa đảo,negative,neutral,neutral,neutral,shop lừa đảo 15 pro max gửi 12 mini lừa đảo
cán mặt vợt cong dây không căng,negative,negative,neutral,neutral,cán mặt vợt cong dây không căng
Sản phẩm: chất lượng kém... áo đỏ lỗi,negative,neutral,neutral,neutral,sản phẩm chất lượng kém áo đỏ lỗi
Thiếu cọ nhưng shop xử lý tốt,negative,negative,neutral,neutral,thiếu cọ nhưng shop xử lý tốt
xinh cute viết đẹp mực đều,negative,neutral,neutral,neutral,xinh cute viết đẹp mực đều
vải tốt dùng thay bỉm hôm nắng nóng phải thay liên tục,positive,neutral,neutral,neutral,vải tốt dùng thay bỉm hôm nắng nóng phải thay liên tục
"Đẹp, giao nhanh",positive,neutral,positive,neutral,đẹp giao nhanh
bình luận rác tin nhắn tổng đài viettel không liên quan,neutral,neutral,neutral,neutral,bình luận rác tin nhắn tổng đài viettel không liên quan
giao hàng siêu nhanh màu sắc dễ thương cotton mềm mịn,positive,neutral,positive,neutral,giao hàng siêu nhanh màu sắc dễ thương cotton mềm mịn
tạm ổn giá rẻ giao nhanh,neutral,neutral,positive,positive,tạm ổn giá rẻ giao nhanh
vải dày dặn thấm hút tạm được mặc mát thời trang nên thay 2-3 tiếng một lần. giao nhanh gói chắc chắn,positive,positive,positive,neutral,vải dày dặn thấm hút tạm được mặc mát thời trang nên thay 2 3 tiếng một lần giao nhanh gói chắc chắn
vali xước nhiều góc. giao hàng lâu. tay cầm rít khóa rít. chất lượng kém so với chỗ khác,negative,negative,negative,neutral,vali xước nhiều góc giao hàng lâu tay cầm rít khóa rít chất lượng kém so với chỗ khác
đóng gói cẩn thận giao đủ số lượng không móp méo shipper thân thiện,negative,positive,positive,neutral,đóng gói cẩn thận giao đủ số lượng không móp méo người giao hàng thân thiện
Vải thoải mái mặc ở nhà,positive,neutral,neutral,neutral,vải thoải mái mặc ở nhà
"hàng đẹp đúng mô tả, giao nhanh",positive,positive,positive,neutral,hàng đẹp đúng mô tả giao nhanh
chất lượng bình thường. không đúng mô tả. dễ ố vàng,negative,negative,neutral,neutral,chất lượng bình thường không đúng mô tả dễ ố vàng
giao không đúng chất lượng xấu so với ảnh,negative,neutral,neutral,neutral,giao không đúng chất lượng xấu so với ảnh
hàng bị vỡ nhắn tin từ hôm qua đến hôm nay không trả lời giao hàng muộn đợi hơn 5 ngày nhận được mảnh vỡ,negative,neutral,negative,neutral,hàng bị vỡ nhắn tin từ hôm qua đến hôm nay không trả lời giao hàng muộn đợi hơn 5 ngày nhận được mảnh vỡ
Chất vải ok.Nhưng giao thiếu... dịch vụ tệ,negative,negative,neutral,neutral,chất vải ok nhưng giao thiếu dịch vụ tệ
Hàng giao không đồng nhất nguồn gốc,negative,neutral,neutral,neutral,hàng giao không đồng nhất nguồn gốc
Không giao hàng,negative,neutral,negative,neutral,không giao hàng
"giao hàng nhanh, săn sale giá rẻ, bé thích",positive,neutral,positive,positive,giao hàng nhanh săn sale giá rẻ bé thích
Thiếu khung,negative,negative,neutral,neutral,thiếu khung
"hàng đẹp, giao nhanh",positive,neutral,positive,neutral,hàng đẹp giao nhanh
đóng gói cẩn thận giao hàng nhanh sữa ít đường dễ uống,positive,positive,positive,neutral,đóng gói cẩn thận giao hàng nhanh sữa ít đường dễ uống
chật size,negative,neutral,neutral,neutral,chật size
sữa thơm ngon ngọt nhẹ bé hợp tác,positive,neutral,neutral,neutral,sữa thơm ngon ngọt nhẹ bé hợp tác
găng quá dày không bấm nổi màn hình cảm ứng không mượt,negative,neutral,neutral,neutral,găng quá dày không bấm nổi màn hình cảm ứng không mượt
xấu cứng mua uổng tiền chất lượng tệ trầy điện thoại,negative,neutral,neutral,neutral,xấu cứng mua uổng tiền chất lượng tệ trầy điện thoại
săn sale rẻ hơn ngoài,positive,neutral,neutral,positive,săn sale rẻ hơn ngoài
Thái độ shop tệ,negative,neutral,neutral,neutral,thái độ shop tệ
giao hàng nhanh đóng gói cẩn thận,positive,positive,positive,neutral,giao hàng nhanh đóng gói cẩn thận
"mẫu mã đẹp, giao nhanh, đóng gói cẩn thận",positive,positive,positive,neutral,mẫu mã đẹp giao nhanh đóng gói cẩn thận
bút giá rẻ. mực êm phù hợp giá tiền. shipper nhiệt tình,positive,neutral,positive,positive,bút giá rẻ mực êm phù hợp giá tiền người giao hàng nhiệt tình
áo đẹp mặc làm cardigan phối đồ xinh,positive,neutral,neutral,neutral,áo đẹp mặc làm cardigan phối đồ xinh
đóng gói tạm được sữa chất lượng tốt,positive,positive,neutral,neutral,đóng gói tạm được sữa chất lượng tốt
mặc đẹp nhưng lộ lót,negative,neutral,neutral,neutral,mặc đẹp nhưng lộ lót
sữa không quá ngọt ngon cho bé uống,positive,negative,neutral,neutral,sữa không quá ngọt ngon cho bé uống
rất tốt đủ tính năng đúng mô tả. đồng hồ rất đẹp nhiều tính năng chất lượng tốt giá cả phải chăng,positive,neutral,neutral,positive,rất tốt đủ tính năng đúng mô tả đồng hồ rất đẹp nhiều tính năng chất lượng tốt giá cả phải chăng
viết mượt mực đều đẹp. giá rẻ. mua tiếp,negative,neutral,neutral,positive,viết mượt mực đều đẹp giá rẻ mua tiếp
Màu không đúng,negative,negative,neutral,neutral,màu không đúng
sữa thơm ngon giúp bé tăng cân,positive,neutral,neutral,neutral,sữa thơm ngon giúp bé tăng cân
"mua mall yên tâm, giá rẻ hơn ngoài, giao nhanh",positive,neutral,positive,positive,mua mall yên tâm giá rẻ hơn ngoài giao nhanh
Chất lượng kém,negative,neutral,neutral,neutral,chất lượng kém
shop chu đáo nhiệt tình đóng gói nhanh nhưng shipper không giao hàng không gọi điện mà tự hủy đơn,neutral,positive,negative,neutral,shop chu đáo nhiệt tình đóng gói nhanh nhưng người giao hàng không giao hàng không gọi điện mà tự hủy đơn
"giao hàng nhanh, mẫu mã đẹp",positive,neutral,positive,neutral,giao hàng nhanh mẫu mã đẹp
tã thun cotton thấm hút tốt chất mềm tè hai lần thì thay tiết kiệm tiền đỡ hăm,positive,neutral,neutral,neutral,tã thun cotton thấm hút tốt chất mềm tè hai lần thì thay tiết kiệm tiền đỡ hăm
